,COD_PERIODO,COD_PAIS,TARGET,ALCANCE,ESTRUCTURA_VENTA,COD_SUBESTRATEGIA,DES_SUBESTRATEGIA,COD_CUC,COD_UNIDAD_NEGOCIO,DES_UNIDAD_NEGOCIO,COD_MARCA,DES_MARCA,DES_CLASE,COD_CATEGORIA,DES_CATEGORIA,COD_TIPOSOLO,DES_TIPOSOLO,ES_EMPAQUE,ES_MUESTRA,DES_CUC,PRECIO_NORMAL,PRECIO_OFERTA,FACTOR_REPETICION,REAL_VENTA_NETA_MONEDA_LOCAL,OFFER_UNIT_DSCT,OFFER_DSCT,PUP,DESLINEA,DESSUBCATEGORIA,DESESTATUS,ANIOCAMPANAINTRO
24072,202216,PE,CONSULTORA,MASIVO,3243_4094_347137_347137,2,SET,200112473,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,287,COLONIA MASCULINA,0,0,LB LIVE GOL PARFUM EDL 100ML,150.0,39.9,1.0,6930.07,0.734,0.58839,0.001492,LIVE GOL,MASCULINO,LIQUIDACIÓN,202216.0
24075,202304,PE,CONSULTORA,MASIVO,1098_1224_374980_374980,999,VOLUMEN,200107822,10,COSMETICOS,A,LBEL,CUIDADO PERSONAL,4,CUIDADO PERSONAL,93,ADULTOS-NIÑOS(AS)-BEBES,0,0,LB EXPERTÉ AC DAÑOS 200 ML,46.0,17.95,2.0,6324.01,0.609783,0.609783,0.0031,EXPERTÉ,ACONDICIONADORES,ACTIVO,202302.0
24078,202204,PE,CONSULTORA,MASIVO,1411_1563_283511_283511,999,VOLUMEN,200101369,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,LB MITHYKA ELIXIR PARFUM 50 ML,165.0,0.0,1.0,0.0,1.0,0.710204,0.003404,MITHYKA ELIXIR,DAMAS,ACTIVO,202107.0
24080,202304,PE,CONSULTORA,MASIVO,1086_1199_374937_374937,999,VOLUMEN,200050979,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,LB MITHYKA 50ML,165.0,30.2,4.0,20678.78,0.81697,0.81916,0.006036,MITHYKA,DAMAS,Inactivo,
24084,202308,PE,CONSULTORA,MASIVO,3420_3577_3428_3428,1,INDIVIDUAL,210097812,10,COSMETICOS,A,LBEL,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,41,NUTRITIVAS REVITALIZADORA,0,0,LB CONCE TO SUERO AG 30ML,144.0,49.9,1.0,3002.59,0.653472,0.653472,0.000519,CONCENTRE TOTAL,PARA ROSTRO,A DESCONTINUAR CONGELADO,202112.0
24088,202215,PE,CONSULTORA,MASIVO,1130_1166_338565_338565,1,INDIVIDUAL,200109472,10,COSMETICOS,A,LBEL,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,41,NUTRITIVAS REVITALIZADORA,0,0,LB CONCE TO CR NUT PM 50+ 50G,185.0,79.9,1.0,8192.91,0.568108,0.568108,0.000934,CONCENTRE TOTAL,PARA ROSTRO,ANTES DE APARECER (NUEVO),202512.0
24090,202209,PE,CONSULTORA,MASIVO,1158_1201_306707_306707,2,SET,210095212,10,COSMETICOS,A,LBEL,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,44,MASCARILLA FACIAL,0,0,LB BIO MASCARILLA TELA 1 UN,32.0,0.0,1.0,0.0,1.0,0.680296,0.00139,BIO RESIST,PARA ROSTRO,INACTIVO,202104.0
24095,202402,PE,CONSULTORA,MASIVO,1223_1323_42348_42348,999,VOLUMEN,200051249,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,287,COLONIA MASCULINA,0,0,LB BLEU INTENSE 100ML,160.0,46.63,3.0,36747.94,0.708563,0.708563,0.00741,BLEU INTENSE,CABALLEROS,ANTES DE APARECER (NUEVO),202316.0
24097,202314,PE,CONSULTORA,MASIVO,2820_3285_20806_20806,3,SET,P0261051003,10,COSMETICOS,A,LBEL,MAQUILLAJE,2,MAQUILLAJE,20,BASE,0,0,LB BASE CONCENTRE TOTAL 27ML,140.0,35.95,1.0,60.94,0.743214,0.743204,1.5e-05,CONCENTRE TOTAL,PARA ROSTRO,A DESCONTINUAR BAJO ANALI,202314.0
24098,202216,PE,CONSULTORA,MASIVO,4150_5022_348564_348564,999,VOLUMEN,200067092,10,COSMETICOS,A,LBEL,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,37,LIMPIADORA-DEMAQUILLADORA,0,0,LB ESSENTIAL MICELAR 90ML,48.0,20.78,5.0,88.05,0.567083,0.567083,3.6e-05,HIDRATANTE CALMANTE,PARA ROSTRO,INACTIVO,201401.0
24102,202301,PE,CONSULTORA,MASIVO,1121_1225_361152_361152,999,VOLUMEN,200050979,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,LB MITHYKA 50ML,164.0,55.0,1.0,29970.23,0.664634,0.674275,0.005197,MITHYKA,DAMAS,Inactivo,
24107,202309,PE,CONSULTORA,MASIVO,3320_4133_405235_405235,999,VOLUMEN,200042358,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,LB ID 100ML,106.0,32.45,2.0,35915.0,0.693868,0.693868,0.009994,ID,CABALLEROS,ACTIVO,201513.0
24114,202307,PE,CONSULTORA,MASIVO,3583_3744_393590_393590,1,INDIVIDUAL,200050981,10,COSMETICOS,A,LBEL,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,383,HUMECTANTES-NUTRITIVAS,0,0,LB MITHYKA LOC PERF 160ML,82.0,33.6,1.0,398.58,0.590244,0.590244,0.000101,MITHYKA,CUERPO,INACTIVO,201401.0
24122,202306,PE,CONSULTORA,MASIVO,1277_1755_385373_385373,999,VOLUMEN,200096670,10,COSMETICOS,A,LBEL,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,37,LIMPIADORA-DEMAQUILLADORA,0,0,LB LIBERT LIMP DUOEFFECT 125G,74.0,25.48,1.0,5613.42,0.655676,0.790881,0.0025,NOCTURNE,PARA ROSTRO,LIQUIDACIÓN,202016.0
24124,202308,PE,CONSULTORA,MASIVO,1422_1499_1350_1350,999,VOLUMEN,200072404,10,COSMETICOS,A,LBEL,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,LB DRY EFFECT DESO ROLL 50ML,26.0,7.38,5.0,15419.79,0.716154,0.72534,0.018016,DRY EFFECT 48,DESODORANTES,INACTIVO,201818.0
24126,202212,PE,CONSULTORA,MASIVO,1160_1255_321997_321997,999,VOLUMEN,P0261050000,10,COSMETICOS,A,LBEL,MAQUILLAJE,2,MAQUILLAJE,91,POLVOS,0,0,LB POLVOS DIVINE DORADO 10G,110.0,38.95,2.0,17132.16,0.645909,0.629048,0.003926,L'BEL,PARA ROSTRO,INACTIVO,201401.0
24131,202208,PE,CONSULTORA,MASIVO,2378_2519_303249_303249,2,SET,200106911,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,LB LIVE POLO PARF MINI 10ML,56.0,18.94,1.0,5874.3,0.661786,0.665748,0.00275,LIVE POLO,CABALLEROS,ACTIVO,202115.0
24138,202311,PE,CONSULTORA,MASIVO,2642_3184_8297_8297,2,SET,210066158,10,COSMETICOS,A,LBEL,CUIDADO PERSONAL,4,CUIDADO PERSONAL,232,AEROSOL,0,0,LB DRY EFFECT DESO SPRAY 125ML,44.0,19.35,1.0,5116.76,0.560227,0.560294,0.002251,DRY EFFECT 48,DESODORANTES,INACTIVO,202012.0
24140,202307,PE,CONSULTORA,MASIVO,3394_3555_393405_393405,1,INDIVIDUAL,210097810,10,COSMETICOS,A,LBEL,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,41,NUTRITIVAS REVITALIZADORA,0,0,LB CONCE TO SUERO AH 30ML,144.0,44.9,1.0,13203.35,0.688194,0.688194,0.002514,CONCENTRE TOTAL,PARA ROSTRO,ANTES DE APARECER (NUEVO),202504.0
24141,202305,PE,CONSULTORA,MASIVO,1499_1984_379978_379978,999,VOLUMEN,200111279,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,LB LIVE MOTO PARF 100ML,158.0,41.45,6.0,12224.09,0.737658,0.737651,0.002603,LIVE MOTO,CABALLEROS,LIQUIDACION CON PLAN,202305.0
24144,202216,PE,CONSULTORA,MASIVO,1166_1233_344200_344200,991,INDIVIDUAL,200090121,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,LB LIVE INTENSE MINI 10ML,56.0,0.0,1.0,0.0,1.0,0.655981,0.00166,LIVE ADVENTURE,CABALLEROS,ACTIVO,202114.0
24145,202218,PE,CONSULTORA,MASIVO,1344_1590_355936_355936,999,VOLUMEN,200051249,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,287,COLONIA MASCULINA,0,0,LB BLEU INTENSE 100ML,160.0,71.9,1.0,4326.03,0.550625,0.550625,0.000523,BLEU INTENSE,CABALLEROS,ANTES DE APARECER (NUEVO),202316.0
24147,202308,PE,CONSULTORA,MASIVO,1418_1487_1338_1338,999,VOLUMEN,200110090,10,COSMETICOS,A,LBEL,CUIDADO PERSONAL,4,CUIDADO PERSONAL,93,ADULTOS-NIÑOS(AS)-BEBES,0,0,LB EXPERTÉ AC RIZOS 200 ML,46.0,16.47,4.0,1592.21,0.641957,0.641957,0.000833,EXPERTÉ,ACONDICIONADORES,ACTIVO,202302.0
24154,202318,PE,CONSULTORA,MASIVO,1326_1412_35036_35036,999,VOLUMEN,200072404,10,COSMETICOS,A,LBEL,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,LB DRY EFFECT DESO ROLL 50ML,18.0,7.63,3.0,2470.64,0.576111,0.576111,0.002763,DRY EFFECT 48,DESODORANTES,INACTIVO,201818.0
24156,202216,PE,CONSULTORA,MASIVO,4128_4987_348529_348529,999,VOLUMEN,200083596,10,COSMETICOS,A,LBEL,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,45,BRONCEADORES-BLOQUEADORES,0,0,LB DEFENSE ROS&CUE 80ML,104.0,40.45,2.0,137.12,0.611058,0.611058,2.9e-05,DEFENSE TOTAL,CUERPO,DUAL PLANNING,202301.0
24164,202404,PE,CONSULTORA,MASIVO,932_1021_55957_55957,999,VOLUMEN,200080229,10,COSMETICOS,A,LBEL,CUIDADO PERSONAL,4,CUIDADO PERSONAL,366,ADULTOS,0,0,LB LIGNE EXPERTE ELIXIR 90ML,86.0,33.9,1.0,0.0,0.605814,0.605814,0.0,LIGNE EXPERTE,TRATAMIENTO CAPILAR,ACTIVO,201401.0
24165,202318,PE,CONSULTORA,MASIVO,2557_2747_36395_36395,2,SET,200051249,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,287,COLONIA MASCULINA,0,0,LB BLEU INTENSE 100ML,160.0,39.9,1.0,18494.26,0.750625,0.721078,0.003956,BLEU INTENSE,CABALLEROS,ANTES DE APARECER (NUEVO),202316.0
24170,202401,PE,CONSULTORA,MASIVO,2312_2446_40218_40218,1,INDIVIDUAL,200083596,10,COSMETICOS,A,LBEL,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,45,BRONCEADORES-BLOQUEADORES,0,0,LB DEFENSE ROS&CUE 80ML,108.0,34.9,1.0,19818.18,0.676852,0.69115,0.005489,DEFENSE TOTAL,CUERPO,DUAL PLANNING,202301.0
24173,202303,PE,CONSULTORA,MASIVO,2865_3359_372226_372226,2,SET,P0602155136,50,APOYO,A,LBEL,PROMOCIONES DE 3ROS,72,PROMOCION USUARIOS,33,BOLSA,1,0,,3.0,0.0,1.0,0.0,1.0,0.692821,0.000972,,,,
24176,202309,PE,CONSULTORA,MASIVO,1053_1112_401589_401589,2,SET,200091759,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,LB NEW CODE 90ML,168.0,54.72,1.0,4405.17,0.674286,0.677778,0.000727,NEW CODE,CABALLEROS,ANTES DE APARECER (NUEVO),201401.0
24177,202304,PE,CONSULTORA,MASIVO,1074_1146_374880_374880,999,VOLUMEN,200072404,10,COSMETICOS,A,LBEL,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,LB DRY EFFECT DESO ROLL 50ML,26.0,8.9,1.0,6039.54,0.657692,0.526387,0.005984,DRY EFFECT 48,DESODORANTES,INACTIVO,201818.0
24179,202309,PE,CONSULTORA,MASIVO,3276_3976_405078_405078,999,VOLUMEN,200083596,10,COSMETICOS,A,LBEL,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,45,BRONCEADORES-BLOQUEADORES,0,0,LB DEFENSE ROS&CUE 80ML,108.0,40.95,4.0,138.81,0.620833,0.620833,3.1e-05,DEFENSE TOTAL,CUERPO,DUAL PLANNING,202301.0
24185,202206,PE,CONSULTORA,MASIVO,2438_2574_294250_294250,3,SET,200105208,10,COSMETICOS,A,LBEL,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,383,HUMECTANTES-NUTRITIVAS,0,0,LB BOTAN CR MANOS MATCHA 50G,36.0,12.0,1.0,50.85,0.666667,0.733755,3.9e-05,BOTANOLOGY,MANOS,LIQUIDACIÓN,202203.0
24193,202312,PE,CONSULTORA,MASIVO,1147_1205_10279_10279,999,VOLUMEN,200106354,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,287,COLONIA MASCULINA,0,0,LB BLEU GLACIAL PARF 100ML,176.0,74.9,1.0,1777.16,0.574432,0.574432,0.000201,BLEU GLACIAL,MASCULINO,ACTIVO,202212.0
24194,202206,PE,CONSULTORA,MASIVO,2458_2594_294290_294290,3,SET,P0280083009,10,COSMETICOS,A,LBEL,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,LB LABIAL DUO AMPLIFIANT 5G,64.0,18.66,1.0,490.14,0.708438,0.708442,0.000301,L'BEL,PARA LABIOS,ANTES DE APARECER (NUEVO),202116.0
24198,202309,PE,CONSULTORA,MASIVO,1124_1232_401706_401706,999,VOLUMEN,200050979,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,LB MITHYKA 50ML,168.0,72.9,1.0,3521.46,0.566071,0.566071,0.000436,MITHYKA,DAMAS,Inactivo,
24199,202304,PE,CONSULTORA,MASIVO,1076_1154_374888_374888,999,VOLUMEN,200109468,10,COSMETICOS,A,LBEL,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,41,NUTRITIVAS REVITALIZADORA,0,0,LB CONCE TO CR NUT PM 30+ 50G,190.0,66.63,3.0,3557.49,0.649316,0.649316,0.000471,CONCENTRE TOTAL,PARA ROSTRO,A DESCONTINUAR BAJO ANALI,202216.0
24200,202210,PE,CONSULTORA,MASIVO,1113_1168_311585_311585,2,SET,200099538,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,LB CHIC 50ML,200.0,74.9,1.0,6918.24,0.6255,0.656159,0.00102,CHIC,DAMAS,ACTIVO,202103.0
24208,202215,PE,CONSULTORA,MASIVO,3452_3563_340915_340915,1,INDIVIDUAL,200076160,10,COSMETICOS,A,LBEL,CUIDADO PERSONAL,4,CUIDADO PERSONAL,93,ADULTOS-NIÑOS(AS)-BEBES,0,0,LB LIGNE EXP RISSANT AC 250ML,42.0,19.9,1.0,370.94,0.52619,0.52619,0.000161,LIGNE EXPERTE,ACONDICIONADORES,INACTIVO,201401.0
24229,202312,PE,CONSULTORA,MASIVO,2706_3284_12284_12284,2,SET,P0279074000,10,COSMETICOS,A,LBEL,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,LB LABIAL INFINI 2G,66.0,12.0,1.0,752.58,0.818182,0.741358,0.000532,INFINI,PARA LABIOS,ACTIVO,202102.0
24231,202218,PE,CONSULTORA,MASIVO,3140_3432_358043_358043,1,INDIVIDUAL,200102421,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,LB MON LBEL RUBI PARFUM 40ML,205.0,38.9,1.0,65969.87,0.810244,0.810244,0.014535,MON L'BEL RUBI,FEMENINO,ANTES DE APARECER (NUEVO),202510.0
24234,202403,PE,CONSULTORA,MASIVO,3276_3507_48427_48427,1,INDIVIDUAL,200113372,10,COSMETICOS,A,LBEL,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,74,CUIDADO SOLAR,0,0,LB DEFENSE ROSTRO + HIDRA 30ML,74.0,45.9,1.0,155.6,0.37973,0.55,4.7e-05,DEFENSE TOTAL,PARA ROSTRO,A DESCONTINUAR CONGELADO,202318.0
24239,202311,PE,CONSULTORA,MASIVO,2636_3178_8291_8291,2,SET,200104412,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,LB SPA LAVANDA COL 100ML,132.0,25.0,1.0,10827.94,0.810606,0.793667,0.003686,SPA COLLECTION LAVANDA,FAMILIAR BAÑO,A DESCONTINUAR CONGELADO,202111.0
24240,202307,PE,CONSULTORA,MASIVO,1374_1497_391344_391344,999,VOLUMEN,200113244,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,LB MITHYKA LIBERTE PERF 50ML,167.0,54.95,2.0,7684.05,0.670958,0.659489,0.001195,MITHYKA LIBERTE,DAMAS,A DESCONTINUAR CONGELADO,201401.0
24241,202316,PE,CONSULTORA,MASIVO,1273_1398_26718_26718,999,VOLUMEN,200110122,10,COSMETICOS,A,LBEL,CUIDADO PERSONAL,4,CUIDADO PERSONAL,93,ADULTOS-NIÑOS(AS)-BEBES,0,0,LB EXPERTÉ AC LISO 200 ML,46.0,16.47,4.0,1144.67,0.641957,0.641957,0.00058,EXPERTÉ,ACONDICIONADORES,ACTIVO,202302.0
24247,202316,PE,CONSULTORA,MASIVO,1186_1244_26527_26527,2,SET,200104065,10,COSMETICOS,A,LBEL,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,40,HUMECTANTES,0,0,LB NOCTURNE MIST NIGHT 50 ML,98.0,35.0,1.0,72578.02,0.642857,0.752477,0.01736,NOCTURNE,PARA ROSTRO,A DESCONTINUAR BAJO ANALI,202205.0
24248,202304,PE,CONSULTORA,MASIVO,2909_3408_377211_377211,3,SET,200080229,10,COSMETICOS,A,LBEL,CUIDADO PERSONAL,4,CUIDADO PERSONAL,366,ADULTOS,0,0,LB LIGNE EXPERTE ELIXIR 90ML,96.0,33.14,1.0,4436.78,0.654792,0.654787,0.00118,LIGNE EXPERTE,TRATAMIENTO CAPILAR,ACTIVO,201401.0
24249,202305,PE,CONSULTORA,MASIVO,3081_3980_382487_382487,2,SET,200104393,10,COSMETICOS,A,LBEL,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,383,HUMECTANTES-NUTRITIVAS,0,0,LB LIASSON LOC PERF 160 ML DTV,82.0,26.21,1.0,155.47,0.680366,0.680403,5.2e-05,L'ECLAT,CUERPO,DUAL PLANNING,202103.0
24253,202307,PE,CONSULTORA,MASIVO,4088_4281_394225_394225,999,VOLUMEN,P0279086000,10,COSMETICOS,A,LBEL,MAQUILLAJE,2,MAQUILLAJE,86,DELINEADOR OJOS,0,0,LB DELINEAD COLOR INTENSE 1.2G,50.0,21.9,1.0,983.68,0.562,0.562,0.000384,L'BEL,PARA OJOS,LIQUIDACION CON PLAN,198601.0
24280,202217,PE,CONSULTORA,MASIVO,1396_1446_350765_350765,2,SET,200098878,10,COSMETICOS,A,LBEL,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,383,HUMECTANTES-NUTRITIVAS,0,0,LB BOTANOLOGY MANOS 50G,42.0,19.95,1.0,7947.5,0.525,0.683333,0.003293,BOTANOLOGY,MANOS,ACTIVO,202101.0
24282,202213,PE,CONSULTORA,MASIVO,1268_1323_327978_327978,2,SET,200051249,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,287,COLONIA MASCULINA,0,0,LB BLEU INTENSE 100ML,150.0,56.0,1.0,35879.75,0.626667,0.628512,0.005626,BLEU INTENSE,CABALLEROS,ANTES DE APARECER (NUEVO),202316.0
24284,202318,PE,CONSULTORA,MASIVO,1252_1329_34927_34927,2,SET,200084555,10,COSMETICOS,A,LBEL,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,41,NUTRITIVAS REVITALIZADORA,0,0,LB COLLAGENESSE INTENSIVO 15ML,152.0,54.24,1.0,13652.96,0.643158,0.752183,0.002148,ADVANCED POWER CELL,PARA ROSTRO,ANTES DE APARECER (NUEVO),201401.0
24293,202312,PE,CONSULTORA,MASIVO,2714_3292_12292_12292,2,SET,200059602,10,COSMETICOS,A,LBEL,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,41,NUTRITIVAS REVITALIZADORA,0,0,LB CONCENTRE ROSTRO 50G,315.0,109.9,1.0,2980.48,0.651111,0.69914,0.00023,CONCENTRE TOTAL,PARA ROSTRO,A DESCONTINUAR CONGELADO,202305.0
24294,202404,PE,CONSULTORA,MASIVO,2199_2363_57249_57249,2,SET,200111319,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,LB FLEUR PARFUM 50 ML,168.0,45.81,1.0,0.0,0.727321,0.727299,0.0,FLEUR,DAMAS,ACTIVO,202312.0
24302,202211,PE,CONSULTORA,MASIVO,1119_1225_316950_316950,999,VOLUMEN,200053740,10,COSMETICOS,A,LBEL,MAQUILLAJE,2,MAQUILLAJE,999,VARIOS,0,0,LB KIT DE CEJAS Y OJOS 4.4G,95.0,41.9,1.0,0.0,0.558947,0.558947,0.000303,L'BEL,PARA OJOS,INACTIVO,201401.0
24303,202205,PE,CONSULTORA,MASIVO,1257_1392_287942_287942,999,VOLUMEN,200102421,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,LB MON LBEL RUBI PARFUM 40ML,184.0,74.9,1.0,8505.01,0.592935,0.690496,0.00105,MON L'BEL RUBI,FEMENINO,ANTES DE APARECER (NUEVO),202510.0
24309,202214,PE,CONSULTORA,MASIVO,3036_3170_335428_335428,2,SET,200083712,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,LB BLEU NIGHT MINI 10ML,56.0,21.72,1.0,4510.4,0.612143,0.612136,0.001859,BLEU INTENSE NIGHT,CABALLEROS,LIQUIDACIÓN,201504.0
24311,202308,PE,CONSULTORA,MASIVO,4265_5124_5066_5066,999,VOLUMEN,200095826,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,LB L'ECLAT 50ML,159.0,68.35,2.0,115.85,0.570126,0.570126,1.5e-05,L'ECLAT,DAMAS,LIQUIDACION CON PLAN,201906.0
24318,202307,PE,CONSULTORA,MASIVO,4170_4945_394889_394889,999,VOLUMEN,200083967,10,COSMETICOS,A,LBEL,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,40,HUMECTANTES,0,0,LB ESSENTIAL HIDRA PG 50ML,104.0,43.6,3.0,110.85,0.580769,0.580769,2.2e-05,SKY,PARA ROSTRO,LIQUIDACION CON PLAN,201515.0
24322,202402,PE,CONSULTORA,MASIVO,955_1006_41993_41993,1,INDIVIDUAL,P0602155150,50,APOYO,A,LBEL,PROMOCIONES DE 3ROS,72,PROMOCION USUARIOS,33,BOLSA,1,0,,2.5,2.5,1.0,451.45,0.0,0.0,0.001697,,,,
24330,202216,PE,CONSULTORA,MASIVO,1150_1217_344169_344169,2,SET,P0602155136,50,APOYO,A,LBEL,PROMOCIONES DE 3ROS,72,PROMOCION USUARIOS,33,BOLSA,1,0,,3.0,0.0,1.0,0.0,1.0,0.615837,0.001864,,,,
24332,202307,PE,CONSULTORA,MASIVO,1363_1444_391276_391276,999,VOLUMEN,200050979,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,LB MITHYKA 50ML,174.67,45.98,1.0,1675.7,0.736761,0.754031,0.000312,MITHYKA,DAMAS,Inactivo,
24333,202317,PE,CONSULTORA,MASIVO,1349_1497_31054_31054,999,VOLUMEN,200113804,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,11,PARFUM,0,0,LB LIVE AIR PARF 100ML,160.0,39.99,5.0,16775.54,0.750063,0.764433,0.003392,LIVE AIR,MASCULINO,ACTIVO,202317.0
24338,202404,PE,CONSULTORA,MASIVO,957_1108_56044_56044,999,VOLUMEN,P0280076000,10,COSMETICOS,A,LBEL,MAQUILLAJE,2,MAQUILLAJE,91,POLVOS,0,0,LB POLVOS CONTROL BRILLO 9G,100.0,42.9,1.0,0.0,0.571,0.577945,0.0,EFFET PARFAIT,PARA ROSTRO,INACTIVO,201401.0
24340,202316,PE,CONSULTORA,MASIVO,1273_1394_26714_26714,999,VOLUMEN,200107828,10,COSMETICOS,A,LBEL,CUIDADO PERSONAL,4,CUIDADO PERSONAL,366,ADULTOS,0,0,LB EXPERTÉ SH DAÑOS 300 ML,46.0,20.0,1.0,6441.0,0.565217,0.609783,0.002686,EXPERTÉ,SHAMPOO,ACTIVO,202302.0
24360,202311,PE,CONSULTORA,MASIVO,2742_3284_8397_8397,2,SET,200080229,10,COSMETICOS,A,LBEL,CUIDADO PERSONAL,4,CUIDADO PERSONAL,366,ADULTOS,0,0,LB LIGNE EXPERTE ELIXIR 90ML,96.0,31.71,1.0,2633.26,0.669688,0.669718,0.000707,LIGNE EXPERTE,TRATAMIENTO CAPILAR,ACTIVO,201401.0
24361,202306,PE,CONSULTORA,MASIVO,1280_1766_385397_385397,999,VOLUMEN,200109472,10,COSMETICOS,A,LBEL,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,41,NUTRITIVAS REVITALIZADORA,0,0,LB CONCE TO CR NUT PM 50+ 50G,190.0,64.95,2.0,9907.2,0.658158,0.658158,0.001328,CONCENTRE TOTAL,PARA ROSTRO,ANTES DE APARECER (NUEVO),202512.0
24365,202315,PE,CONSULTORA,MASIVO,1119_1167_22670_22670,999,VOLUMEN,200109796,10,COSMETICOS,A,LBEL,FRAGANCIAS,12,MUESTRAS COSMETICOS,11,PARFUM,0,0,LB SATIN NUDE PROBADOR 2 ML,1.9,1.16,15.0,1.96,0.389474,0.7266,1.5e-05,SATIN NUDE,FRAGANCIAS,ACTIVO,202307.0
24372,202216,PE,CONSULTORA,MASIVO,1189_1326_344334_344334,999,VOLUMEN,200094901,10,COSMETICOS,A,LBEL,MAQUILLAJE,2,MAQUILLAJE,25,MASCARA,0,0,LB MASCARA HYPERVOLUME 9G,67.0,20.95,2.0,7421.58,0.687313,0.687313,0.003043,L'BEL,PARA OJOS,A DESCONTINUAR CONGELADO,201905.0
24373,202209,PE,CONSULTORA,MASIVO,1154_1197_306703_306703,2,SET,200082480,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,LB BLEU INTENSE NIGHT 100ML,150.0,50.0,1.0,33642.08,0.666667,0.66555,0.006752,BLEU INTENSE NIGHT,CABALLEROS,INACTIVO,201504.0
